Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization.1,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,Price Date,Open,High,Low,Close,Adj Close,Volume
2015-07-31,863365000.0,-294328000.0,569037000.0,-303768000.0,-120030000.0,-183738000.0,265269000.0,-5791000.0,-4526000.0,259478000,259478000,-43000000.0,216478000,216478000,216478000,3099961000.0,451511000.0,424475000.0,4149892000.0,631269000.0,16249000.0,2337291000.0,2984809000.0,7134701000,375753000.0,374752000.0,1057770000.0,498448000.0,1011770000.0,2069540000,771330000.0,4466592000.0,5065161000.0,7134701000,216478000.0,57548000.0,-3350000.0,-73537000.0,197139000.0,-35164000.0,-6947000.0,-147419000.0,-125511000.0,0.0,-11352000.0,-127930000.0,-78719000,2015-07-31,59.04999923706055,59.04999923706055,58.209999084472656,58.33000183105469,51.04970169067383,1930700.0
2015-10-31,978722000.0,-336926000.0,641796000.0,-533166000.0,-345072000.0,-188094000.0,108630000.0,-3953000.0,-4396000.0,104677000,104677000,-8372000.0,96305000,96305000,96305000,3028928000.0,466527000.0,412314000.0,4079548000.0,644110000.0,17482000.0,2317637000.0,2979229000.0,7058777000,438904000.0,374594000.0,1113585000.0,495341000.0,872233000.0,1985818000,686495000.0,4437315000.0,5072959000.0,7058777000,96305000.0,50990000.0,-14890000.0,65570000.0,197975000.0,-45807000.0,0.0,352584000.0,-125582000.0,0.0,-103942000.0,-222905000.0,326856000,2015-10-30,60.209999084472656,60.61000061035156,59.95000076293945,60.11999893188477,53.03545379638672,2097600.0
2016-01-31,769429000.0,-292136000.0,477293000.0,-282248000.0,-107462000.0,-174786000.0,195045000.0,-12868000.0,-9863000.0,182177000,182177000,-17673000.0,164504000,164504000,164504000,3789468000.0,375087000.0,404852000.0,4644134000.0,633362000.0,22992000.0,2297593000.0,2953947000.0,7598081000,295833000.0,0.0,594105000.0,1730948000.0,2009114000.0,2603219000,577508000.0,4477161000.0,4994862000.0,7598081000,164504000.0,51556000.0,10940000.0,-7295000.0,219705000.0,-23128000.0,0.0,-204365000.0,-124658000.0,857175000.0,-125748000.0,571781000.0,586089000,2016-01-29,52.06999969482422,53.93999862670898,51.33000183105469,53.86000061035156,47.82381820678711,3378100.0
2016-04-30,778766000.0,-267863000.0,510903000.0,-303524000.0,-112186000.0,-191338000.0,207379000.0,-12469000.0,-13212000.0,194910000,194910000,-24337000.0,170573000,170573000,170573000,3754081000.0,398979000.0,399459000.0,4627874000.0,626162000.0,26068000.0,2290188000.0,2942418000.0,7570292000,367310000.0,0.0,684600000.0,1731336000.0,2011991000.0,2696591000,399617000.0,4517809000.0,4873701000.0,7570292000,170573000.0,51923000.0,13786000.0,83921000.0,320203000.0,-25517000.0,-2203000.0,-345212000.0,-129925000.0,0.0,-197170000.0,-326669000.0,-350780000,2016-04-29,57.599998474121094,57.63000106811523,55.88000106811523,56.31999969482422,50.41964340209961,2612100.0
2016-07-31,869591000.0,-297301000.0,572290000.0,-303583000.0,-122909000.0,-180674000.0,268707000.0,-12307000.0,-12811000.0,256400000,256400000,-25970000.0,230430000,230430000,230430000,3803434000.0,452944000.0,392303000.0,4727888000.0,629094000.0,27899000.0,2300172000.0,2957165000.0,7685053000,351249000.0,0.0,678693000.0,1731758000.0,2023027000.0,2701720000,413604000.0,4619285000.0,4983333000.0,7685053000,230430000.0,52648000.0,27014000.0,-56089000.0,254003000.0,-37528000.0,0.0,-111764000.0,-128954000.0,0.0,-6389000.0,-156662000.0,-15992000,2016-07-29,64.19999694824219,64.44000244140625,63.5,63.83000183105469,57.55807495117188,3241900.0
2016-10-31,1003623000.0,-336936000.0,666687000.0,-309706000.0,-118881000.0,-190825000.0,356981000.0,-33547000.0,-31650000.0,323434000,323434000,-27277000.0,296157000,296157000,296157000,4055793000.0,477609000.0,376555000.0,4974863000.0,636116000.0,21937000.0,2337362000.0,2995415000.0,7970278000,431396000.0,0.0,782934000.0,1732177000.0,2021726000.0,2804660000,453633000.0,4785799000.0,5165618000.0,7970278000,296157000.0,53663000.0,47665000.0,99952000.0,497437000.0,-41224000.0,-80967000.0,-556929000.0,-129643000.0,-33430000.0,20742000.0,-121820000.0,-182538000,2016-10-31,64.04000091552734,64.44000244140625,63.7400016784668,64.09999847412111,58.18458938598633,2175500.0
2017-04-30,1147982000.0,-507539000.0,640443000.0,-494608000.0,-190686000.0,-303922000.0,145835000.0,-59121000.0,-59215000.0,86714000,86714000,6850000.0,93564000,93564000,93564000,6188372000.0,630353000.0,647858000.0,7535467000.0,1089319000.0,28492000.0,17969405000.0,19087216000.0,26622683000,750321000.0,4321169000.0,5449282000.0,8572364000.0,11206806000.0,16656088000,5205806000.0,4827495000.0,9966595000.0,26622683000,93564000.0,137542000.0,82799000.0,233512000.0,547417000.0,-46929000.0,-9686497000.0,-8800803000.0,-139314000.0,9083858000.0,28967000.0,8963172000.0,710480000,2017-04-28,77.86000061035156,77.9800033569336,75.95999908447266,76.19999694824219,69.93994903564453,4316400.0
2017-10-31,1541170000.0,-535145000.0,1006025000.0,-557815000.0,-185721000.0,-372094000.0,448210000.0,-66546000.0,-61129000.0,381664000,381664000,-34014000.0,347650000,347650000,347650000,1047838000.0,688953000.0,550816000.0,2351338000.0,1107304000.0,24838000.0,17657814000.0,18789956000.0,21141294000,822360000.0,300000000.0,1596332000.0,7551084000.0,9383422000.0,10979754000,5311960000.0,4910939000.0,10161540000.0,21141294000,347650000.0,189736000.0,19793000.0,95278000.0,652457000.0,-65215000.0,54895000.0,-13036000.0,-166857000.0,-350000000.0,17460000.0,-501678000.0,139269000,2017-10-31,91.47000122070312,91.73999786376952,90.75,91.3000030517578,84.73504638671875,1530500.0
2018-01-31,1518624000.0,-483434000.0,1035190000.0,-629842000.0,-176908000.0,-452934000.0,405348000.0,-66494000.0,-65938000.0,338854000,338854000,-70682000.0,268172000,268172000,268172000,827550000.0,709761000.0,559720000.0,2177746000.0,1115417000.0,26246000.0,17533906000.0,18675569000.0,20853315000,657016000.0,50000000.0,1236548000.0,7384856000.0,9268988000.0,10505536000,5379744000.0,5012392000.0,10347779000.0,20853315000,268172000.0,198465000.0,-646832000.0,568883000.0,388688000.0,-63222000.0,0.0,-64500000.0,-166719000.0,-420000000.0,29882000.0,-548026000.0,-220288000,2018-01-31,91.88999938964844,92.5500030517578,91.41999816894531,91.87999725341795,85.72364807128906,3462000.0
2018-04-30,1513053000.0,-479241000.0,1033812000.0,-569836000.0,-172146000.0,-397690000.0,463976000.0,-62429000.0,-62880000.0,401547000,401547000,-21716000.0,379831000,379831000,379831000,806517000.0,759557000.0,551220000.0,2188274000.0,1114579000.0,26994000.0,17446607000.0,18588180000.0,20776454000,811195000.0,56000000.0,1432863000.0,6926441000.0,8758236000.0,10191099000,5424425000.0,5213941000.0,10585355000.0,20776454000,379831000.0,199543000.0,-462000.0,139582000.0,718494000.0,-53900000.0,-52339000.0,-105990000.0,-178282000.0,-456222000.0,5767000.0,-630145000.0,-21033000,2018-04-30,87.7699966430664,88.20999908447266,86.02999877929688,87.3499984741211,81.92118072509766,3756200.0
2018-07-31,1572679000.0,-502033000.0,1070646000.0,-571607000.0,-171487000.0,-400120000.0,499039000.0,-58445000.0,-59077000.0,440594000,440594000,-26130000.0,414464000,414464000,414464000,772575000.0,710753000.0,563645000.0,2116557000.0,1107991000.0,28540000.0,17295528000.0,18432059000.0,20548616000,769104000.0,22500000.0,1338883000.0,6532746000.0,8353516000.0,9692399000,5472168000.0,5449515000.0,10856217000.0,20548616000,414464000.0,199865000.0,37167000.0,-30758000.0,620738000.0,-51750000.0,-500000.0,-54489000.0,-178890000.0,-430000000.0,10848000.0,-599125000.0,-33942000,2018-07-31,95.68000030517578,96.86000061035156,95.58000183105469,96.13999938964844,90.5907745361328,2500900.0
2018-10-31,1620333000.0,-509585000.0,1110748000.0,-579522000.0,-174999000.0,-404523000.0,531226000.0,-56907000.0,-56311000.0,474319000,474319000,-29806000.0,444513000,444513000,444513000,816591000.0,639717000.0,586760000.0,2112126000.0,1154328000.0,28730000.0,17154595000.0,18337653000.0,20449779000,851721000.0,67000000.0,1406138000.0,6265674000.0,8055101000.0,9461239000,5343916000.0,5703064000.0,10988540000.0,20449779000,444513000.0,201190000.0,67485000.0,1253000.0,714441000.0,-86004000.0,0.0,-89019000.0,-179416000.0,-225000000.0,-173447000.0,-580746000.0,44016000,2018-10-31,83.93000030517578,84.30000305175781,82.87999725341797,83.70999908447266,79.25802612304688,3498700.0
2019-04-30,1526602000.0,-492510000.0,1034092000.0,-564397000.0,-163128000.0,-401269000.0,469695000.0,-61298000.0,-56773000.0,408397000,408397000,-40460000.0,367937000,367937000,367937000,713601000.0,685978000.0,608085000.0,2080489000.0,1211467000.0,31616000.0,18452753000.0,19695836000.0,21776325000,1514228000.0,374165000.0,1931054000.0,5612365000.0,8103013000.0,10034067000,5178830000.0,6659449000.0,11742258000.0,21776325000,367937000.0,201375000.0,14470000.0,87100000.0,670882000.0,-75209000.0,0.0,-74572000.0,-199501000.0,-250000000.0,-33844000.0,-488920000.0,107737000,2019-04-30,114.45999908447266,116.83000183105469,113.93000030517578,116.23999786376952,111.21784210205078,2624800.0
2019-07-31,1480143000.0,-482332000.0,997811000.0,-551085000.0,-162825000.0,-388260000.0,446726000.0,-57168000.0,-57246000.0,389558000,389558000,-27184000.0,362374000,362374000,362374000,612164000.0,689976000.0,638305000.0,2007058000.0,1221192000.0,32290000.0,18306110000.0,19559592000.0,21566650000,1547557000.0,411434000.0,2004769000.0,5278643000.0,7771644000.0,9776413000,5122155000.0,6821755000.0,11790237000.0,21566650000,362374000.0,204127000.0,10769000.0,-24723000.0,552547000.0,-58095000.0,0.0,-58642000.0,-200068000.0,950000000.0,-92773000.0,-594615000.0,-101437000,2019-07-31,120.97000122070312,120.97000122070312,116.05999755859376,117.45999908447266,113.00711822509766,2460100.0
2019-10-31,1443219000.0,-501028000.0,942191000.0,-603830000.0,-154799000.0,-449031000.0,338361000.0,-50534000.0,-48787000.0,287827000,287827000,-10133000.0,277694000,277694000,277694000,648322000.0,635136000.0,609886000.0,1985126000.0,1219989000.0,77324000.0,18110202000.0,19407515000.0,21392641000,1208965000.0,299667000.0,1508632000.0,5192252000.0,8174821000.0,9683453000,4997734000.0,6899253000.0,11709188000.0,21392641000,277694000.0,205164000.0,25777000.0,149269000.0,657904000.0,-51075000.0,-11170000.0,-63757000.0,-200196000.0,-200000000.0,-162001000.0,-557110000.0,36158000,2019-10-31,107.6999969482422,107.6999969482422,104.9499969482422,106.62999725341795,103.1030502319336,3847400.0
2020-07-31,1456136000.0,-483558000.0,972578000.0,-521624000.0,-153753000.0,-260794000.0,450954000.0,-46095000.0,-45410000.0,404859000,373029000,-10364000.0,362665000,362665000,362665000,1090264000.0,681728000.0,612646000.0,2485237000.0,1134236000.0,82953000.0,17897142000.0,19114331000.0,21599568000,1238452000.0,449324000.0,1687776000.0,5143653000.0,8134232000.0,9822008000,4971180000.0,7079309000.0,11777560000.0,21599568000,362665000.0,201463000.0,34022000.0,-40950000.0,557200000.0,-20804000.0,-12763000.0,-33497000.0,-228798000.0,0.0,9202000.0,-219160000.0,305327000,2020-07-31,116.52999877929688,116.52999877929688,113.37000274658205,114.8499984741211,112.79335021972656,3293300.0
